-6.946,-6.947
-6.946,-6.947
-6.92337,-6.92437
-6.90075,-6.90175
-6.87812,-6.87912
-6.85549,-6.85649
-6.83286,-6.83386
-6.81024,-6.81124
-6.78761,-6.78861
-6.76498,-6.76598
-6.74235,-6.74335
-6.71973,-6.72073
-6.6971,-6.6981
-6.68578,-6.68678
-6.66316,-6.66416
-6.64053,-6.64153
-6.6179,-6.6189
-6.59528,-6.59628
-6.57265,-6.57365
-6.55002,-6.55102
-6.52739,-6.52839
-6.50477,-6.50577
-6.49345,-6.49445
-6.47082,-6.47182
-6.4482,-6.4492
-6.42557,-6.42657
-6.40294,-6.40394
-6.38031,-6.38131
-6.35769,-6.35869
-6.33506,-6.33606
-6.31243,-6.31343
-6.2898,-6.2908
-6.26718,-6.26818
-6.24455,-6.24555
-6.22192,-6.22292
-6.1993,-6.2003
-6.17667,-6.17767
-6.16535,-6.16635
-6.14273,-6.14373
-6.1201,-6.1211
-6.09747,-6.09847
-6.07484,-6.07584
-6.05222,-6.05322
-6.02959,-6.03059
-6.00696,-6.00796
-5.98433,-5.98533
-5.96171,-5.96271
-5.93908,-5.94008
-5.92777,-5.92877
-5.90514,-5.90614
-5.88251,-5.88351
-5.85988,-5.86088
-5.83726,-5.83826
-5.81463,-5.81563
-5.792,-5.793
-5.76937,-5.77037
-5.74675,-5.74775
-5.73543,-5.73643
-5.71281,-5.71381
-5.69018,-5.69118
-5.66755,-5.66855
-5.64492,-5.64592
-5.6223,-5.6233
-5.59967,-5.60067
-5.57704,-5.57804
-5.55441,-5.55541
-5.53179,-5.53279
-5.50916,-5.51016
-5.48653,-5.48753
-5.4639,-5.4649
-5.44128,-5.44228
-5.41865,-5.41965
-5.39602,-5.39702
-5.37339,-5.37439
-5.35077,-5.35177
-5.32814,-5.32914
-5.30551,-5.30651
-5.28288,-5.28388
-5.26026,-5.26126
-5.23763,-5.23863
-5.215,-5.216
-5.19238,-5.19338
-5.16975,-5.17075
-5.15843,-5.15943
-5.13581,-5.13681
-5.11318,-5.11418
-5.09055,-5.09155
-5.06792,-5.06892
-5.05661,-5.05761
-5.03398,-5.03498
-5.01136,-5.01236
-4.98873,-4.98973
-4.9661,-4.9671
-4.94347,-4.94447
-4.92085,-4.92185
-4.85262,-4.85431
-4.82956,-4.83213
-4.80623,-4.81023
-4.78247,-4.78879
-4.7582,-4.76793
-4.73369,-4.74802
-4.70824,-4.72863
-4.6827,-4.71049
-4.65667,-4.69341
-4.63004,-4.67742
-4.61596,-4.66982
-4.58663,-4.65705
-4.55704,-4.64487
-4.52745,-4.63269
-4.49786,-4.62051
-4.46827,-4.60833
-4.45347,-4.60224
-4.42388,-4.59005
-4.39429,-4.57787
-4.3647,-4.56569
-4.33511,-4.55351
-4.30552,-4.54133
-4.27593,-4.52914
-4.24634,-4.51696
-4.21675,-4.50478
-4.18716,-4.4926
-4.17236,-4.48651
-4.14277,-4.47433
-4.11318,-4.46214
-4.08359,-4.44996
-4.054,-4.43778
-4.02441,-4.4256
-3.99482,-4.41342
-3.96523,-4.40123
-3.95043,-4.39514
-3.92084,-4.38296
-3.89125,-4.37078
-3.86166,-4.3586
-3.83207,-4.34642
-3.80248,-4.33423
-3.77289,-4.32205
-3.7433,-4.30987
-3.71371,-4.29769
-3.68412,-4.28551
-3.65453,-4.27332
-3.63973,-4.26723
-3.61014,-4.25505
-3.58055,-4.24287
-3.55096,-4.23069
-3.52137,-4.2185
-3.49178,-4.20632
-3.46219,-4.19414
-3.4326,-4.18196
-3.40301,-4.16978
-3.38821,-4.16369
-3.35862,-4.1515
-3.32903,-4.13932
-3.29944,-4.12714
-3.26985,-4.11496
-3.24026,-4.10278
-3.21067,-4.09059
-3.18108,-4.07841
-3.15149,-4.06623
-3.1219,-4.05405
-3.09946,-4.04481
-3.07709,-4.0356
-3.05478,-4.02642
-3.03254,-4.01726
-3.01032,-4.00812
-2.98868,-3.99921
-2.96709,-3.99032
-2.94553,-3.98144
-2.92402,-3.97259
-2.90257,-3.96375
-2.88114,-3.95493
-2.86019,-3.94631
-2.83885,-3.93752
-2.82842,-3.93323
-2.80757,-3.92465
-2.78679,-3.91609
-2.76613,-3.90759
-2.74596,-3.89928
-2.72582,-3.89099
-2.70572,-3.88272
-2.68565,-3.87445
-2.66564,-3.86621
-2.65565,-3.8621
-2.6357,-3.85389
-2.61581,-3.8457
-2.59632,-3.83768
-2.57683,-3.82966
-2.55739,-3.82165
-2.53799,-3.81366
-2.52831,-3.80968
-2.50919,-3.80181
-2.49036,-3.79406
-2.47155,-3.78631
-2.45278,-3.77859
-2.43404,-3.77087
-2.4157,-3.76332
-2.3974,-3.75579
-2.37914,-3.74827
-2.36117,-3.74087
-2.34298,-3.73338
-2.33403,-3.7297
-2.31616,-3.72234
-2.29834,-3.71501
-2.28057,-3.70769
-2.26281,-3.70038
-2.24539,-3.69321
-2.22801,-3.68605
-2.21096,-3.67901
-2.19397,-3.67193
-2.17709,-3.66483
-2.1603,-3.65773
-2.14361,-3.6506
-2.12703,-3.64345
-2.11057,-3.63628
-2.09447,-3.62919
-2.07848,-3.62207
-2.06238,-3.61482
-2.04664,-3.60764
-2.03102,-3.60044
-2.01553,-3.5932
-2.00774,-3.58953
-1.99233,-3.58219
-1.97723,-3.57487
-1.96225,-3.56745
-1.94748,-3.55991
-1.93276,-3.55216
-1.91833,-3.54431
-1.90401,-3.53622
-1.89004,-3.52797
-1.87628,-3.51946
-1.86951,-3.51511
-1.85616,-3.5062
-1.84318,-3.49701
-1.83061,-3.48755
-1.81832,-3.47771
-1.80648,-3.46761
-1.79499,-3.45711
-1.78402,-3.44637
-1.774,-3.43482
-1.76574,-3.42202
-1.75913,-3.40886
-1.74847,-3.38008
-1.74176,-3.34882
-1.73963,-3.31692
-1.74125,-3.28497
-1.74557,-3.25327
-1.75255,-3.22205
-1.76214,-3.19153
-1.77383,-3.16175
-1.78699,-3.13258
-1.79391,-3.11816
-1.80758,-3.08922
-1.82089,-3.06012
-1.83397,-3.03092
-1.84691,-3.00165
-1.85971,-2.97233
-1.87237,-2.94293
-1.88488,-2.91348
-1.89107,-2.89873
-1.90337,-2.86918
-1.91552,-2.83958
-1.92752,-2.80992
-1.93938,-2.78019
-1.94525,-2.76531
-1.95689,-2.7355
-1.96837,-2.70563
-1.9797,-2.67571
-1.99088,-2.64572
-2.00083,-2.61532
-2.00813,-2.58417
-2.01107,-2.56845
-2.01725,-2.53705
-2.0235,-2.50566
-2.02974,-2.47428
-2.03599,-2.4429
-2.04224,-2.41151
-2.04849,-2.38013
-2.05161,-2.36443
-2.05786,-2.33305
-2.06411,-2.30167
-2.07042,-2.2703
-2.07691,-2.23896
-2.08363,-2.20767
-2.09071,-2.17647
-2.09877,-2.1455
-2.10856,-2.11504
-2.11981,-2.08509
-2.13202,-2.05551
-2.14496,-2.02624
-2.15804,-1.99704
-2.17064,-1.96763
-2.18275,-1.93801
-2.19445,-1.90822
-2.20024,-1.8933
-2.21206,-1.86357
-2.22423,-1.83397
-2.23637,-1.80436
-2.24823,-1.77464
-2.25983,-1.74482
-2.27132,-1.71495
-2.28299,-1.68516
-2.29488,-1.65545
-2.30678,-1.62574
-2.31834,-1.59591
-2.32953,-1.56593
-2.33507,-1.55092
-2.34631,-1.52096
-2.35779,-1.49109
-2.36929,-1.46122
-2.38059,-1.43129
-2.39169,-1.40127
-2.40267,-1.37121
-2.4137,-1.34117
-2.42493,-1.31121
-2.43625,-1.28128
-2.4473,-1.25125
-2.45263,-1.23616
-2.46295,-1.20587
-2.47341,-1.17563
-2.4843,-1.14554
-2.49538,-1.11552
-2.50624,-1.08542
-2.51655,-1.05513
-2.52658,-1.02474
-2.53686,-0.994435
-2.54216,-0.979338
-2.553,-0.94923
-2.56364,-0.919051
-2.57372,-0.88868
-2.58352,-0.858219
-2.59355,-0.827833
-2.60393,-0.797562
-2.61421,-0.76726
-2.62394,-0.736776
-2.62866,-0.721487
-2.6382,-0.690943
-2.64806,-0.6605
-2.65823,-0.630159
-2.66832,-0.59979
-2.67783,-0.569237
-2.68677,-0.538513
-2.6956,-0.507753
-2.70499,-0.477164
-2.71501,-0.446774
-2.72504,-0.416387
-2.73447,-0.38581
-2.74329,-0.35505
-2.74758,-0.339633
-2.75642,-0.30888
-2.76575,-0.27827
-2.77507,-0.247659
-2.78383,-0.216882
-2.79246,-0.186067
-2.80157,-0.155392
-2.81077,-0.124744
-2.81942,-0.0939343
-2.82748,-0.0629674
-2.83503,-0.0318705
-2.84213,-0.000668241
-2.84885,0.0306187
-2.85524,0.0619722
-2.86138,0.0933786
-2.86729,0.124828
-2.87302,0.15631
-2.87856,0.187827
-2.88384,0.219389
-2.88884,0.250996
-2.89355,0.282646
-2.89794,0.314344
-2.90193,0.346094
-2.9055,0.377894
-2.90861,0.409742
-2.91125,0.441633
-2.91336,0.473563
-2.91488,0.505526
-2.91581,0.537512
-2.91612,0.568854
-2.91578,0.600071
-2.91478,0.631172
-2.91402,0.646661
-2.91192,0.677566
-2.90731,0.723355
-2.90319,0.75373
-2.89825,0.783776
-2.89245,0.81364
-2.88581,0.843134
-2.87828,0.8724
-2.87418,0.886853
-2.86531,0.915477
-2.85556,0.943572
-2.84488,0.971192
-2.83326,0.998298
-2.8207,1.02487
-2.80719,1.05091
-2.79141,1.07874
-2.77459,1.10597
-2.75694,1.13266
-2.7387,1.15895
-2.71987,1.18482
-2.70045,1.21026
-2.68045,1.23524
-2.65987,1.25974
-2.63872,1.28375
-2.61702,1.30727
-2.59476,1.33026
-2.57229,1.35304
-2.55001,1.37601
-2.52796,1.3992
-2.50612,1.42258
-2.48443,1.44612
-2.46255,1.46947
-2.44007,1.49224
-2.41733,1.51475
-2.39478,1.53745
-2.37245,1.56038
-2.35033,1.5835
-2.32803,1.60645
-2.30509,1.62876
-2.29346,1.63974
-2.27035,1.66188
-2.24748,1.68426
-2.22483,1.70687
-2.20236,1.72965
-2.17968,1.75222
-2.15667,1.77446
-2.13382,1.79686
-2.11114,1.81944
-2.08822,1.84177
-2.06457,1.86332
-2.04059,1.88451
-2.01683,1.90594
-1.99329,1.92762
-1.96997,1.94953
-1.94683,1.97164
-1.92382,1.99387
-1.90047,2.01575
-1.87631,2.03674
-1.8518,2.0573
-1.82749,2.07812
-1.80343,2.09921
-1.7796,2.12057
-1.75597,2.14215
-1.74422,2.15301
-1.72069,2.17469
-1.69644,2.19557
-1.67182,2.21602
-1.64745,2.23674
-1.62332,2.25776
-1.5994,2.27903
-1.5752,2.29996
-1.55059,2.32041
-1.52618,2.34111
-1.50201,2.36207
-1.47757,2.38273
-1.45226,2.40231
-1.4266,2.42142
-1.40121,2.4409
-1.37614,2.46079
-1.35138,2.48105
-1.3269,2.50166
-1.30217,2.52196
-1.27655,2.54114
-1.25057,2.55982
-1.22489,2.57892
-1.19956,2.59846
-1.17455,2.61842
-1.1498,2.63872
-1.12478,2.65866
-1.09886,2.67742
-1.07259,2.69569
-1.04665,2.71442
-1.02107,2.73366
-0.995857,2.75336
-0.970433,2.77279
-0.944121,2.79099
-0.917471,2.80871
-0.891179,2.82695
-0.865284,2.84575
-0.852484,2.85535
-0.82704,2.87475
-0.800887,2.89319
-0.774399,2.91114
-0.748287,2.92964
-0.722542,2.94864
-0.696582,2.96735
-0.669744,2.98477
-0.642572,3.00167
-0.615758,3.01913
-0.589294,3.03712
-0.563031,3.0554
-0.53632,3.07302
-0.508524,3.08886
-0.479759,3.10287
-0.450163,3.11502
-0.419879,3.12535
-0.389047,3.1339
-0.357788,3.14073
-0.32621,3.14589
-0.294412,3.14945
-0.262482,3.15152
-0.230491,3.1522
-0.198497,3.15168
-0.166532,3.1502
-0.134613,3.14794
-0.102744,3.14505
-0.0709228,3.14167
-0.0390046,3.13964
-0.00706237,3.14125
0.0247633,3.14458
0.0566762,3.14691
0.0886559,3.14799
0.120654,3.14793
0.152636,3.14687
0.18462,3.1468
0.216422,3.1502
0.248039,3.15513
0.263905,3.1572
0.295742,3.1604
0.327673,3.16247
0.359656,3.16349
0.391585,3.16539
0.423409,3.16874
0.455322,3.17108
0.487146,3.17429
0.518466,3.18078
0.549483,3.18864
0.580755,3.19542
0.61225,3.20108
0.643922,3.20563
0.675474,3.2109
0.706355,3.21923
0.736864,3.22888
0.767688,3.23747
0.798797,3.24496
0.830147,3.25138
0.861361,3.25838
0.891826,3.26814
0.921332,3.2805
0.950471,3.29372
0.980084,3.30584
1.01014,3.31683
1.02531,3.3219
1.05583,3.33153
1.08573,3.3429
1.11472,3.35644
1.14276,3.37184
1.17109,3.38668
1.21427,3.40762
1.24197,3.42362
1.26933,3.44022
1.29718,3.45598
1.32551,3.47086
1.35427,3.48488
1.3834,3.49812
1.4124,3.51165
1.44052,3.5269
1.46827,3.54285
1.49644,3.55802
1.52438,3.57204
1.55274,3.58533
1.5813,3.59785
1.60992,3.60961
1.63832,3.62176
1.66589,3.63565
1.6793,3.64295
1.7064,3.65709
1.73365,3.67046
1.76121,3.68315
1.78893,3.69516
1.81696,3.70661
1.84496,3.71742
1.87293,3.72764
1.90092,3.73737
1.9286,3.74759
1.95548,3.75955
1.98214,3.77239
2.00884,3.78461
2.03567,3.79619
2.06248,3.80712
2.08944,3.81753
2.11663,3.8275
2.14391,3.83703
2.17115,3.84612
2.19839,3.85484
2.22547,3.86317
2.2526,3.87122
2.27975,3.87903
2.30668,3.88656
2.33369,3.89393
2.3605,3.90108
2.38743,3.90812
2.41413,3.91497
2.44089,3.92173
2.46763,3.9284
2.49411,3.93493
2.52048,3.94138
2.54692,3.94778
2.57331,3.95414
2.58643,3.95728
2.61258,3.9635
2.63853,3.96964
2.66445,3.97574
